item_name,month,year,price
Black Gram,1,2016,168.48
Black Gram,2,2016,164.79
Black Gram,3,2016,162.12
Black Gram,4,2016,170.51
Black Gram,5,2016,162.68
Black Gram,6,2016,157.81
Black Gram,7,2016,199.92
Black Gram,8,2016,166.31
Black Gram,9,2016,168.19
Black Gram,10,2016,210.79
Black Gram,11,2016,177.82
Black Gram,12,2016,175.47
Black Gram,1,2017,202.22
Black Gram,2,2017,160.35
Black Gram,3,2017,170.8
Black Gram,4,2017,163.7
Black Gram,5,2017,161.29
Black Gram,6,2017,156.3
Black Gram,7,2017,178.93
Black Gram,8,2017,177.61
Black Gram,9,2017,153.91
Black Gram,10,2017,179.45
Black Gram,11,2017,141.6296794871795
Black Gram,12,2017,141.6296794871795
Black Gram,1,2018,163.34
Black Gram,2,2018,175.15
Black Gram,3,2018,169.74
Black Gram,4,2018,161.62
Black Gram,5,2018,154.77
Black Gram,6,2018,178.47
Black Gram,7,2018,154.85
Black Gram,8,2018,155.48
Black Gram,9,2018,164.15
Black Gram,10,2018,160.12
Black Gram,11,2018,141.6296794871795
Black Gram,12,2018,141.6296794871795
Black Gram,1,2019,165.83
Black Gram,2,2019,168.27
Black Gram,3,2019,167.43
Black Gram,4,2019,162.34
Black Gram,5,2019,164.99
Black Gram,6,2019,168.89
Black Gram,7,2019,169.27
Black Gram,8,2019,141.6296794871795
Black Gram,9,2019,141.6296794871795
Black Gram,10,2019,141.6296794871795
Black Gram,11,2019,141.6296794871795
Black Gram,12,2019,141.6296794871795
Black Gram,1,2014,169.35
Black Gram,2,2014,162.15
Black Gram,3,2014,161.48
Black Gram,4,2014,165.97
Black Gram,5,2014,166.39
Black Gram,6,2014,161.69
Black Gram,7,2014,159.51
Black Gram,8,2014,161.41
Black Gram,9,2014,162.77
Black Gram,10,2014,163.74
Black Gram,11,2014,163.7
Black Gram,12,2014,162.32
Black Gram,1,2013,173.49
Black Gram,2,2013,171.56
Black Gram,3,2013,159.55
Black Gram,4,2013,178.51
Black Gram,5,2013,175.11
Black Gram,6,2013,175.92
Black Gram,7,2013,171.61
Black Gram,8,2013,166.05
Black Gram,9,2013,165.24
Black Gram,10,2013,172.67
Black Gram,11,2013,172.31
Black Gram,12,2013,170.77
Black Gram,1,2012,162.97
Black Gram,2,2012,160.63
Black Gram,3,2012,161.17
Black Gram,4,2012,163.51
Black Gram,5,2012,172.25
Black Gram,6,2012,153.29
Black Gram,7,2012,168.44
Black Gram,8,2012,153.57
Black Gram,9,2012,158.94
Black Gram,10,2012,156.49
Black Gram,11,2012,154.61
Black Gram,12,2012,153.13
Black Gram,1,2011,136.73
Black Gram,2,2011,139.52
Black Gram,3,2011,139.64
Black Gram,4,2011,138.33
Black Gram,5,2011,137.99
Black Gram,6,2011,138.53
Black Gram,7,2011,144.26
Black Gram,8,2011,152.95
Black Gram,9,2011,167.58
Black Gram,10,2011,154.41
Black Gram,11,2011,158.16
Black Gram,12,2011,161.35
Black Gram,1,2010,134.7
Black Gram,2,2010,130.87
Black Gram,3,2010,127.92
Black Gram,4,2010,127.93
Black Gram,5,2010,127.96
Black Gram,6,2010,127.78
Black Gram,7,2010,129.35
Black Gram,8,2010,130.99
Black Gram,9,2010,130.8
Black Gram,10,2010,131.09
Black Gram,11,2010,131.63
Black Gram,12,2010,135.61
Black Gram,1,2009,130.72
Black Gram,2,2009,128.0
Black Gram,3,2009,126.76
Black Gram,4,2009,126.93
Black Gram,5,2009,127.28
Black Gram,6,2009,127.78
Black Gram,7,2009,133.79
Black Gram,8,2009,134.59
Black Gram,9,2009,135.0
Black Gram,10,2009,135.95
Black Gram,11,2009,138.38
Black Gram,12,2009,138.17
Black Gram,1,2008,127.07
Black Gram,2,2008,126.4
Black Gram,3,2008,134.14
Black Gram,4,2008,134.66
Black Gram,5,2008,133.84
Black Gram,6,2008,133.44
Black Gram,7,2008,134.81
Black Gram,8,2008,137.43
Black Gram,9,2008,138.51
Black Gram,10,2008,137.75
Black Gram,11,2008,135.82
Black Gram,12,2008,131.38
Black Gram,1,2007,142.99
Black Gram,2,2007,140.11
Black Gram,3,2007,131.6
Black Gram,4,2007,130.0
Black Gram,5,2007,128.76
Black Gram,6,2007,126.64
Black Gram,7,2007,127.25
Black Gram,8,2007,129.57
Black Gram,9,2007,130.57
Black Gram,10,2007,129.95
Black Gram,11,2007,131.04
Black Gram,12,2007,130.65
Black Gram,1,2006,105.05
Black Gram,2,2006,103.81
Black Gram,3,2006,101.96
Black Gram,4,2006,105.6
Black Gram,5,2006,109.63
Black Gram,6,2006,114.82
Black Gram,7,2006,115.75
Black Gram,8,2006,122.35
Black Gram,9,2006,136.57
Black Gram,10,2006,148.89
Black Gram,11,2006,150.61
Black Gram,12,2006,148.95
White Gram(Kabli Chana),1,2016,182.2
White Gram(Kabli Chana),2,2016,179.12
White Gram(Kabli Chana),3,2016,160.36
White Gram(Kabli Chana),4,2016,184.61
White Gram(Kabli Chana),5,2016,185.1
White Gram(Kabli Chana),6,2016,171.55
White Gram(Kabli Chana),7,2016,167.19
White Gram(Kabli Chana),8,2016,169.73
White Gram(Kabli Chana),9,2016,171.26
White Gram(Kabli Chana),10,2016,185.79
White Gram(Kabli Chana),11,2016,166.59
White Gram(Kabli Chana),12,2016,164.55
White Gram(Kabli Chana),1,2017,164.66
White Gram(Kabli Chana),2,2017,183.62
White Gram(Kabli Chana),3,2017,169.08
White Gram(Kabli Chana),4,2017,174.73
White Gram(Kabli Chana),5,2017,181.27
White Gram(Kabli Chana),6,2017,175.92
White Gram(Kabli Chana),7,2017,173.95
White Gram(Kabli Chana),8,2017,179.99
White Gram(Kabli Chana),9,2017,160.34
White Gram(Kabli Chana),10,2017,161.83
White Gram(Kabli Chana),11,2017,143.89
White Gram(Kabli Chana),12,2017,143.89
White Gram(Kabli Chana),1,2018,175.3
White Gram(Kabli Chana),2,2018,161.1
White Gram(Kabli Chana),3,2018,166.78
White Gram(Kabli Chana),4,2018,179.54
White Gram(Kabli Chana),5,2018,164.05
White Gram(Kabli Chana),6,2018,176.07
White Gram(Kabli Chana),7,2018,173.86
White Gram(Kabli Chana),8,2018,176.77
White Gram(Kabli Chana),9,2018,167.35
White Gram(Kabli Chana),10,2018,169.41
White Gram(Kabli Chana),11,2018,143.89
White Gram(Kabli Chana),12,2018,143.89
White Gram(Kabli Chana),1,2019,160.7
White Gram(Kabli Chana),2,2019,160.79
White Gram(Kabli Chana),3,2019,162.0
White Gram(Kabli Chana),4,2019,161.92
White Gram(Kabli Chana),5,2019,160.61
White Gram(Kabli Chana),6,2019,161.78
White Gram(Kabli Chana),7,2019,159.52
White Gram(Kabli Chana),8,2019,143.89
White Gram(Kabli Chana),9,2019,143.89
White Gram(Kabli Chana),10,2019,143.89
White Gram(Kabli Chana),11,2019,143.89
White Gram(Kabli Chana),12,2019,143.89
White Gram(Kabli Chana),1,2014,183.57
White Gram(Kabli Chana),2,2014,185.08
White Gram(Kabli Chana),3,2014,159.46
White Gram(Kabli Chana),4,2014,162.18
White Gram(Kabli Chana),5,2014,164.99
White Gram(Kabli Chana),6,2014,164.74
White Gram(Kabli Chana),7,2014,164.2
White Gram(Kabli Chana),8,2014,164.12
White Gram(Kabli Chana),9,2014,165.62
White Gram(Kabli Chana),10,2014,165.7
White Gram(Kabli Chana),11,2014,162.81
White Gram(Kabli Chana),12,2014,160.76
White Gram(Kabli Chana),1,2013,164.44
White Gram(Kabli Chana),2,2013,185.57
White Gram(Kabli Chana),3,2013,174.41
White Gram(Kabli Chana),4,2013,166.44
White Gram(Kabli Chana),5,2013,171.09
White Gram(Kabli Chana),6,2013,167.1
White Gram(Kabli Chana),7,2013,166.91
White Gram(Kabli Chana),8,2013,161.96
White Gram(Kabli Chana),9,2013,159.85
White Gram(Kabli Chana),10,2013,160.0
White Gram(Kabli Chana),11,2013,159.21
White Gram(Kabli Chana),12,2013,158.18
White Gram(Kabli Chana),1,2012,180.65
White Gram(Kabli Chana),2,2012,176.67
White Gram(Kabli Chana),3,2012,171.9
White Gram(Kabli Chana),4,2012,168.58
White Gram(Kabli Chana),5,2012,169.76
White Gram(Kabli Chana),6,2012,170.81
White Gram(Kabli Chana),7,2012,174.17
White Gram(Kabli Chana),8,2012,180.85
White Gram(Kabli Chana),9,2012,181.24
White Gram(Kabli Chana),10,2012,181.92
White Gram(Kabli Chana),11,2012,173.5
White Gram(Kabli Chana),12,2012,168.96
White Gram(Kabli Chana),1,2011,155.74
White Gram(Kabli Chana),2,2011,159.53
White Gram(Kabli Chana),3,2011,160.64
White Gram(Kabli Chana),4,2011,161.88
White Gram(Kabli Chana),5,2011,166.0
White Gram(Kabli Chana),6,2011,171.94
White Gram(Kabli Chana),7,2011,179.98
White Gram(Kabli Chana),8,2011,166.93
White Gram(Kabli Chana),9,2011,162.37
White Gram(Kabli Chana),10,2011,170.32
White Gram(Kabli Chana),11,2011,174.21
White Gram(Kabli Chana),12,2011,180.47
White Gram(Kabli Chana),1,2010,159.02
White Gram(Kabli Chana),2,2010,153.23
White Gram(Kabli Chana),3,2010,147.62
White Gram(Kabli Chana),4,2010,143.02
White Gram(Kabli Chana),5,2010,140.99
White Gram(Kabli Chana),6,2010,137.88
White Gram(Kabli Chana),7,2010,136.35
White Gram(Kabli Chana),8,2010,139.1
White Gram(Kabli Chana),9,2010,142.32
White Gram(Kabli Chana),10,2010,145.82
White Gram(Kabli Chana),11,2010,150.31
White Gram(Kabli Chana),12,2010,151.98
White Gram(Kabli Chana),1,2009,132.3
White Gram(Kabli Chana),2,2009,131.17
White Gram(Kabli Chana),3,2009,129.73
White Gram(Kabli Chana),4,2009,130.39
White Gram(Kabli Chana),5,2009,130.75
White Gram(Kabli Chana),6,2009,133.37
White Gram(Kabli Chana),7,2009,138.63
White Gram(Kabli Chana),8,2009,143.81
White Gram(Kabli Chana),9,2009,144.18
White Gram(Kabli Chana),10,2009,148.42
White Gram(Kabli Chana),11,2009,158.57
White Gram(Kabli Chana),12,2009,159.43
White Gram(Kabli Chana),1,2008,108.29
White Gram(Kabli Chana),2,2008,109.74
White Gram(Kabli Chana),3,2008,118.65
White Gram(Kabli Chana),4,2008,122.08
White Gram(Kabli Chana),5,2008,122.7
White Gram(Kabli Chana),6,2008,123.74
White Gram(Kabli Chana),7,2008,125.71
White Gram(Kabli Chana),8,2008,129.08
White Gram(Kabli Chana),9,2008,129.27
White Gram(Kabli Chana),10,2008,130.65
White Gram(Kabli Chana),11,2008,131.1
White Gram(Kabli Chana),12,2008,131.16
White Gram(Kabli Chana),1,2007,122.77
White Gram(Kabli Chana),2,2007,117.37
White Gram(Kabli Chana),3,2007,114.28
White Gram(Kabli Chana),4,2007,113.98
White Gram(Kabli Chana),5,2007,112.66
White Gram(Kabli Chana),6,2007,109.17
White Gram(Kabli Chana),7,2007,108.58
White Gram(Kabli Chana),8,2007,108.17
White Gram(Kabli Chana),9,2007,107.04
White Gram(Kabli Chana),10,2007,106.98
White Gram(Kabli Chana),11,2007,107.22
White Gram(Kabli Chana),12,2007,108.67
White Gram(Kabli Chana),1,2006,111.61
White Gram(Kabli Chana),2,2006,113.99
White Gram(Kabli Chana),3,2006,115.77
White Gram(Kabli Chana),4,2006,117.55
White Gram(Kabli Chana),5,2006,118.32
White Gram(Kabli Chana),6,2006,119.31
White Gram(Kabli Chana),7,2006,119.55
White Gram(Kabli Chana),8,2006,119.55
White Gram(Kabli Chana),9,2006,123.54
White Gram(Kabli Chana),10,2006,128.09
White Gram(Kabli Chana),11,2006,128.1
White Gram(Kabli Chana),12,2006,125.75
Urad Dal,1,2016,152.9
Urad Dal,2,2016,165.24
Urad Dal,3,2016,160.18
Urad Dal,4,2016,157.79
Urad Dal,5,2016,161.26
Urad Dal,6,2016,158.75
Urad Dal,7,2016,149.1
Urad Dal,8,2016,149.51
Urad Dal,9,2016,147.81
Urad Dal,10,2016,159.26
Urad Dal,11,2016,143.54
Urad Dal,12,2016,152.03
Urad Dal,1,2017,167.34
Urad Dal,2,2017,141.14
Urad Dal,3,2017,161.22
Urad Dal,4,2017,164.59
Urad Dal,5,2017,161.22
Urad Dal,6,2017,154.57
Urad Dal,7,2017,144.67
Urad Dal,8,2017,166.6
Urad Dal,9,2017,166.66
Urad Dal,10,2017,162.76
Urad Dal,11,2017,140.42897435897433
Urad Dal,12,2017,140.42897435897433
Urad Dal,1,2018,141.75
Urad Dal,2,2018,164.79
Urad Dal,3,2018,163.05
Urad Dal,4,2018,158.95
Urad Dal,5,2018,158.34
Urad Dal,6,2018,155.76
Urad Dal,7,2018,155.49
Urad Dal,8,2018,156.19
Urad Dal,9,2018,155.37
Urad Dal,10,2018,155.64
Urad Dal,11,2018,140.42897435897433
Urad Dal,12,2018,140.42897435897433
Urad Dal,1,2019,142.88
Urad Dal,2,2019,165.03
Urad Dal,3,2019,142.19
Urad Dal,4,2019,143.55
Urad Dal,5,2019,144.96
Urad Dal,6,2019,152.06
Urad Dal,7,2019,151.71
Urad Dal,8,2019,140.42897435897433
Urad Dal,9,2019,140.42897435897433
Urad Dal,10,2019,140.42897435897433
Urad Dal,11,2019,140.42897435897433
Urad Dal,12,2019,140.42897435897433
Urad Dal,1,2014,143.81
Urad Dal,2,2014,141.25
Urad Dal,3,2014,144.15
Urad Dal,4,2014,148.54
Urad Dal,5,2014,157.55
Urad Dal,6,2014,141.98
Urad Dal,7,2014,140.12
Urad Dal,8,2014,151.41
Urad Dal,9,2014,157.71
Urad Dal,10,2014,155.8
Urad Dal,11,2014,151.14
Urad Dal,12,2014,150.9
Urad Dal,1,2013,159.61
Urad Dal,2,2013,157.3
Urad Dal,3,2013,154.43
Urad Dal,4,2013,153.69
Urad Dal,5,2013,154.21
Urad Dal,6,2013,155.04
Urad Dal,7,2013,155.25
Urad Dal,8,2013,154.14
Urad Dal,9,2013,157.63
Urad Dal,10,2013,158.93
Urad Dal,11,2013,167.36
Urad Dal,12,2013,143.1
Urad Dal,1,2012,162.37
Urad Dal,2,2012,159.45
Urad Dal,3,2012,156.08
Urad Dal,4,2012,154.15
Urad Dal,5,2012,152.85
Urad Dal,6,2012,152.21
Urad Dal,7,2012,156.17
Urad Dal,8,2012,164.26
Urad Dal,9,2012,164.38
Urad Dal,10,2012,164.09
Urad Dal,11,2012,162.98
Urad Dal,12,2012,162.52
Urad Dal,1,2011,165.38
Urad Dal,2,2011,143.78
Urad Dal,3,2011,165.27
Urad Dal,4,2011,165.16
Urad Dal,5,2011,165.83
Urad Dal,6,2011,165.08
Urad Dal,7,2011,142.74
Urad Dal,8,2011,140.84
Urad Dal,9,2011,141.44
Urad Dal,10,2011,165.29
Urad Dal,11,2011,142.27
Urad Dal,12,2011,165.82
Urad Dal,1,2010,153.3
Urad Dal,2,2010,141.86
Urad Dal,3,2010,141.5
Urad Dal,4,2010,167.06
Urad Dal,5,2010,147.68
Urad Dal,6,2010,155.86
Urad Dal,7,2010,158.02
Urad Dal,8,2010,155.38
Urad Dal,9,2010,156.51
Urad Dal,10,2010,158.45
Urad Dal,11,2010,149.12
Urad Dal,12,2010,143.48
Urad Dal,1,2009,130.8
Urad Dal,2,2009,131.42
Urad Dal,3,2009,132.77
Urad Dal,4,2009,137.16
Urad Dal,5,2009,143.81
Urad Dal,6,2009,147.11
Urad Dal,7,2009,163.21
Urad Dal,8,2009,148.33
Urad Dal,9,2009,148.8
Urad Dal,10,2009,158.69
Urad Dal,11,2009,147.9
Urad Dal,12,2009,153.35
Urad Dal,1,2008,116.47
Urad Dal,2,2008,116.55
Urad Dal,3,2008,118.5
Urad Dal,4,2008,120.01
Urad Dal,5,2008,118.94
Urad Dal,6,2008,118.25
Urad Dal,7,2008,122.43
Urad Dal,8,2008,129.52
Urad Dal,9,2008,130.79
Urad Dal,10,2008,131.62
Urad Dal,11,2008,132.24
Urad Dal,12,2008,131.55
Urad Dal,1,2007,152.84
Urad Dal,2,2007,148.35
Urad Dal,3,2007,144.35
Urad Dal,4,2007,141.44
Urad Dal,5,2007,139.0
Urad Dal,6,2007,133.43
Urad Dal,7,2007,131.19
Urad Dal,8,2007,129.13
Urad Dal,9,2007,125.82
Urad Dal,10,2007,124.11
Urad Dal,11,2007,122.55
Urad Dal,12,2007,120.09
Urad Dal,1,2006,120.72
Urad Dal,2,2006,122.53
Urad Dal,3,2006,126.47
Urad Dal,4,2006,142.16
Urad Dal,5,2006,147.31
Urad Dal,6,2006,148.19
Urad Dal,7,2006,147.04
Urad Dal,8,2006,146.84
Urad Dal,9,2006,155.3
Urad Dal,10,2006,164.67
Urad Dal,11,2006,164.79
Urad Dal,12,2006,158.85
Urad Whole,1,2016,165.74
Urad Whole,2,2016,161.04
Urad Whole,3,2016,176.89
Urad Whole,4,2016,172.56
Urad Whole,5,2016,160.94
Urad Whole,6,2016,155.48
Urad Whole,7,2016,171.75
Urad Whole,8,2016,174.79
Urad Whole,9,2016,156.32
Urad Whole,10,2016,170.52
Urad Whole,11,2016,159.43
Urad Whole,12,2016,171.96
Urad Whole,1,2017,154.69
Urad Whole,2,2017,169.03
Urad Whole,3,2017,153.27
Urad Whole,4,2017,154.77
Urad Whole,5,2017,160.01
Urad Whole,6,2017,151.46
Urad Whole,7,2017,174.8
Urad Whole,8,2017,163.45
Urad Whole,9,2017,159.96
Urad Whole,10,2017,176.97
Urad Whole,11,2017,146.24051282051283
Urad Whole,12,2017,146.24051282051283
Urad Whole,1,2018,161.41
Urad Whole,2,2018,157.12
Urad Whole,3,2018,155.6
Urad Whole,4,2018,151.13
Urad Whole,5,2018,175.44
Urad Whole,6,2018,176.3
Urad Whole,7,2018,152.06
Urad Whole,8,2018,154.28
Urad Whole,9,2018,157.02
Urad Whole,10,2018,159.64
Urad Whole,11,2018,146.24051282051283
Urad Whole,12,2018,146.24051282051283
Urad Whole,1,2019,167.95
Urad Whole,2,2019,166.94
Urad Whole,3,2019,169.59
Urad Whole,4,2019,169.97
Urad Whole,5,2019,172.0
Urad Whole,6,2019,176.51
Urad Whole,7,2019,153.99
Urad Whole,8,2019,146.24051282051283
Urad Whole,9,2019,146.24051282051283
Urad Whole,10,2019,146.24051282051283
Urad Whole,11,2019,146.24051282051283
Urad Whole,12,2019,146.24051282051283
Urad Whole,1,2014,168.27
Urad Whole,2,2014,170.62
Urad Whole,3,2014,171.32
Urad Whole,4,2014,177.74
Urad Whole,5,2014,156.3
Urad Whole,6,2014,165.8
Urad Whole,7,2014,172.49
Urad Whole,8,2014,161.82
Urad Whole,9,2014,164.57
Urad Whole,10,2014,154.67
Urad Whole,11,2014,176.28
Urad Whole,12,2014,150.56
Urad Whole,1,2013,154.32
Urad Whole,2,2013,153.22
Urad Whole,3,2013,153.54
Urad Whole,4,2013,152.61
Urad Whole,5,2013,151.78
Urad Whole,6,2013,153.01
Urad Whole,7,2013,152.97
Urad Whole,8,2013,154.19
Urad Whole,9,2013,155.76
Urad Whole,10,2013,160.41
Urad Whole,11,2013,162.39
Urad Whole,12,2013,170.35
Urad Whole,1,2012,158.59
Urad Whole,2,2012,153.31
Urad Whole,3,2012,173.92
Urad Whole,4,2012,169.94
Urad Whole,5,2012,168.63
Urad Whole,6,2012,169.57
Urad Whole,7,2012,177.69
Urad Whole,8,2012,162.03
Urad Whole,9,2012,162.87
Urad Whole,10,2012,159.62
Urad Whole,11,2012,160.8
Urad Whole,12,2012,159.08
Urad Whole,1,2011,167.88
Urad Whole,2,2011,170.15
Urad Whole,3,2011,166.44
Urad Whole,4,2011,165.82
Urad Whole,5,2011,168.94
Urad Whole,6,2011,171.72
Urad Whole,7,2011,170.45
Urad Whole,8,2011,167.89
Urad Whole,9,2011,168.98
Urad Whole,10,2011,165.72
Urad Whole,11,2011,168.42
Urad Whole,12,2011,162.77
Urad Whole,1,2010,154.92
Urad Whole,2,2010,167.33
Urad Whole,3,2010,163.48
Urad Whole,4,2010,171.89
Urad Whole,5,2010,174.25
Urad Whole,6,2010,158.62
Urad Whole,7,2010,158.05
Urad Whole,8,2010,157.42
Urad Whole,9,2010,161.72
Urad Whole,10,2010,158.31
Urad Whole,11,2010,171.86
Urad Whole,12,2010,171.95
Urad Whole,1,2009,133.7
Urad Whole,2,2009,138.78
Urad Whole,3,2009,136.67
Urad Whole,4,2009,140.52
Urad Whole,5,2009,145.25
Urad Whole,6,2009,149.06
Urad Whole,7,2009,169.19
Urad Whole,8,2009,152.87
Urad Whole,9,2009,152.52
Urad Whole,10,2009,163.29
Urad Whole,11,2009,155.55
Urad Whole,12,2009,162.64
Urad Whole,1,2008,113.84
Urad Whole,2,2008,113.21
Urad Whole,3,2008,115.41
Urad Whole,4,2008,117.91
Urad Whole,5,2008,118.33
Urad Whole,6,2008,118.89
Urad Whole,7,2008,123.31
Urad Whole,8,2008,130.79
Urad Whole,9,2008,131.02
Urad Whole,10,2008,134.82
Urad Whole,11,2008,135.48
Urad Whole,12,2008,134.45
Urad Whole,1,2007,151.83
Urad Whole,2,2007,147.32
Urad Whole,3,2007,139.09
Urad Whole,4,2007,134.87
Urad Whole,5,2007,129.64
Urad Whole,6,2007,125.08
Urad Whole,7,2007,124.47
Urad Whole,8,2007,122.14
Urad Whole,9,2007,119.5
Urad Whole,10,2007,119.07
Urad Whole,11,2007,117.11
Urad Whole,12,2007,116.52
Urad Whole,1,2006,137.41
Urad Whole,2,2006,123.6
Urad Whole,3,2006,127.97
